-3.732757568359375000e-01 2.696523368358612061e-01
-3.545041084289550781e-01 2.779844403266906738e-01
-3.352221250534057617e-01 2.845607399940490723e-01
-3.155476152896881104e-01 2.894545793533325195e-01
-2.955932617187500000e-01 2.927426099777221680e-01
-2.754663825035095215e-01 2.945042848587036133e-01
-2.552686929702758789e-01 2.948213219642639160e-01
-2.350964546203613281e-01 2.937772870063781738e-01
-2.150399386882781982e-01 2.914569675922393799e-01
-1.951836943626403809e-01 2.879459261894226074e-01
-1.756063848733901978e-01 2.833302021026611328e-01
-1.563806831836700439e-01 2.776957750320434570e-01
-1.375735104084014893e-01 2.711282372474670410e-01
-1.192458868026733398e-01 2.637123167514801025e-01
-1.014530360698699951e-01 2.555316984653472900e-01
-8.424452692270278931e-02 2.466685771942138672e-01
-6.766442209482192993e-02 2.372034639120101929e-01
-5.175122618675231934e-02 2.272148877382278442e-01
-3.653814271092414856e-02 2.167790532112121582e-01
-2.205332741141319275e-02 2.059698402881622314e-01
-8.319882676005363464e-03 1.948583871126174927e-01
4.643866326659917831e-03 1.835130602121353149e-01
1.682408712804317474e-02 1.719993054866790771e-01
2.821143344044685364e-02 1.603794246912002563e-01
3.880068659782409668e-02 1.487125754356384277e-01
4.859052225947380066e-02 1.370546668767929077e-01
5.758343264460563660e-02 1.254582256078720093e-01
6.578531116247177124e-02 1.139724254608154297e-01
7.320527732372283936e-02 1.026431694626808167e-01
7.985559850931167603e-02 9.151270240545272827e-02
8.575122058391571045e-02 8.062006533145904541e-02
9.090964496135711670e-02 7.000094652175903320e-02
9.535080194473266602e-02 5.968748778104782104e-02
9.909660369157791138e-02 4.970876872539520264e-02
1.021708920598030090e-01 4.009050875902175903e-02
1.045991778373718262e-01 3.085528314113616943e-02
1.064083650708198547e-01 2.202267199754714966e-02
1.076266318559646606e-01 1.360919326543807983e-02
1.082831844687461853e-01 5.628503859043121338e-03
1.084080711007118225e-01 -1.908533275127410889e-03
1.080319806933403015e-01 -8.993595838546752930e-03
1.071860715746879578e-01 -1.562110334634780884e-02
1.059018447995185852e-01 -2.178774774074554443e-02
1.042109355330467224e-01 -2.749251574277877808e-02
1.021449267864227295e-01 -3.273665904998779297e-02
9.973529726266860962e-02 -3.752331808209419250e-02
9.701323509216308594e-02 -4.185764491558074951e-02
9.400948137044906616e-02 -4.574649408459663391e-02
9.075431525707244873e-02 -4.919835180044174194e-02
8.727732300758361816e-02 -5.222317948937416077e-02
8.360739797353744507e-02 -5.483233183622360229e-02
7.977255433797836304e-02 -5.703838169574737549e-02
7.580000162124633789e-02 -5.885498225688934326e-02
7.171589136123657227e-02 -6.029676645994186401e-02
6.754538416862487793e-02 -6.137919425964355469e-02
6.331257522106170654e-02 -6.211848556995391846e-02
5.904041975736618042e-02 -6.253144145011901855e-02
5.475063621997833252e-02 -6.263539195060729980e-02
5.046379566192626953e-02 -6.244800984859466553e-02
4.619927704334259033e-02 -6.198729574680328369e-02
4.197514429688453674e-02 -6.127141416072845459e-02
3.780830651521682739e-02 -6.031863391399383545e-02
3.371437638998031616e-02 -5.914723873138427734e-02
2.970765344798564911e-02 -5.777539312839508057e-02
2.580124884843826294e-02 -5.622113496065139771e-02
2.200710400938987732e-02 -5.450227856636047363e-02
1.833586767315864563e-02 -5.263633280992507935e-02
1.479703281074762344e-02 -5.064044147729873657e-02
1.139892078936100006e-02 -4.853132367134094238e-02
8.148735389113426208e-03 -4.632524773478507996e-02
5.052556749433279037e-03 -4.403795301914215088e-02
2.115468261763453484e-03 -4.168465360999107361e-02
-6.585391238331794739e-04 -3.927993029356002808e-02
-3.266401588916778564e-03 -3.683777526021003723e-02
-5.706066265702247620e-03 -3.437146544456481934e-02
-7.976261898875236511e-03 -3.189369663596153259e-02
-1.007664110511541367e-02 -2.941640466451644897e-02
-1.200763229280710220e-02 -2.695083245635032654e-02
-1.377038098871707916e-02 -2.450754493474960327e-02
-1.536675542593002319e-02 -2.209636196494102478e-02
